customerID,tenure,MonthlyCharges,TotalCharges,Churn,num_internet_addons,num_streaming_services,total_services,has_premium_support,avg_monthly_charges,clv_ratio,is_early_tenure,is_month_to_month,contract_months,has_paperless_billing,has_automatic_payment,uses_electronic_check,gender_Male,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5628-FCGYG,21,84.1,1737.45,No,0,1,2,0,78.97500000000001,20.65687789799073,0,1,0,1,0,1,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2560-WBWXF,68,24.15,1498.85,No,0,0,1,0,21.72246376811594,62.03849337748344,0,0,24,1,1,0,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0248-IPDFW,1,50.1,50.1,No,0,0,1,0,25.05,0.999800439034125,1,1,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
7978-DKUQH,25,74.6,1797.75,No,1,0,2,0,69.14423076923077,24.095295536791316,0,1,0,1,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4335-UPJSI,24,19.75,498.1,No,0,0,1,0,19.924,25.20748987854251,0,0,24,0,0,0,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0524-IAVZO,30,85.0,2624.25,Yes,0,1,2,0,84.65322580645162,30.86989765909893,0,1,0,1,0,1,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2737-YNGYW,2,80.55,184.1,Yes,0,1,2,0,61.36666666666667,2.285253227408143,1,1,0,0,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1784-EZDKJ,51,106.8,5498.8,No,2,2,5,0,105.74615384615385,51.48207096713791,0,0,12,1,1,0,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False
9297-FVVDH,57,84.5,4845.4,No,3,2,6,1,83.54137931034482,57.335226600402315,0,0,24,1,0,1,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
8007-YYPWD,15,25.05,369.1,No,0,0,1,0,23.06875,14.728651237031125,0,0,24,0,1,0,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
7101-HRBLJ,72,83.7,6096.9,No,4,2,7,1,83.51917808219177,72.83359216342133,0,0,24,1,1,0,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
5159-YFPKQ,2,75.8,160.75,Yes,1,0,2,0,53.583333333333336,2.1204326605988655,1,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6635-CPNUN,28,96.6,2684.35,No,2,1,4,0,92.56379310344828,27.785425939343753,0,1,0,0,1,0,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
4021-RQSNY,29,98.5,3004.15,Yes,1,2,4,0,100.13833333333334,30.49588874225967,0,1,0,1,0,1,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
5453-YBTWV,70,101.1,6994.8,No,4,1,6,1,98.51830985915493,69.18010088022946,0,0,24,1,1,0,True,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
5039-LZRQT,13,20.2,273.25,No,0,0,1,0,19.517857142857142,13.520534388916378,0,0,12,0,0,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
2931-VUVJN,59,94.05,5483.9,No,4,0,5,1,91.39833333333333,58.30214756538379,0,0,12,1,0,1,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False
9061-TIHDA,13,95.25,1233.65,Yes,0,2,3,0,88.11785714285715,12.950346420323326,0,1,0,1,0,1,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8699-ASUFO,7,74.4,527.9,Yes,0,0,1,0,65.9875,7.09447654885096,0,1,0,1,0,0,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
6418-PIQSP,62,81.0,4985.9,No,3,2,6,1,79.14126984126983,61.546722626836186,0,0,24,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
8220-OCUFY,21,60.25,1258.35,No,3,0,4,1,57.19772727272727,20.882011284434117,0,0,12,1,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False
3995-WFCSM,2,60.85,111.4,No,1,1,3,0,37.13333333333333,1.8304304962208349,1,1,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1895-QTKDO,1,43.95,43.95,No,0,0,1,0,21.975,0.9997725204731575,1,1,0,0,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2038-OEQZH,4,86.05,308.1,No,1,1,3,0,61.620000000000005,3.580060422960725,1,1,0,0,0,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1178-PZGAB,19,20.25,383.65,No,0,0,1,0,19.182499999999997,18.936327739387956,0,0,12,0,1,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
7927-AUXBZ,30,85.15,2555.9,Yes,1,1,3,0,82.4483870967742,30.0129168623767,0,1,0,0,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2626-VEEWG,67,19.4,1284.2,No,0,0,1,0,18.88529411764706,66.1617722823287,0,0,24,1,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
2878-RMWXY,72,102.65,7550.3,No,3,1,5,0,103.42876712328767,73.54665887395285,0,0,24,1,1,0,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False
1657-DYMBM,53,19.9,1110.05,No,0,0,1,0,20.55648148148148,55.753390256152684,0,0,24,0,1,0,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
7311-MQJCH,5,19.55,99.6,No,0,0,1,0,16.599999999999998,5.0920245398773,1,0,12,0,0,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
7375-WMVMT,71,95.5,6707.15,No,3,1,5,0,93.1548611111111,70.22458381321327,0,0,24,1,1,0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
1136-XGEQU,50,84.15,4164.4,No,3,2,6,0,81.6549019607843,49.48193916349809,0,0,12,1,1,0,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False
2530-FMFXO,56,103.2,5873.75,No,2,2,5,0,103.04824561403508,56.9106675709718,0,0,24,1,0,1,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
6844-DZKRF,2,50.2,109.25,No,1,0,2,0,36.416666666666664,2.175861382194782,1,1,0,1,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
4695-WJZUE,2,88.55,179.25,Yes,1,1,3,0,59.75,2.024051490514905,1,1,0,1,0,1,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
7619-ODSGN,24,54.75,1338.15,Yes,1,0,2,0,53.526,24.436632578524474,0,1,0,0,0,1,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5970-GHJAW,46,19.95,862.4,No,0,0,1,0,18.348936170212767,43.2064128256513,0,0,24,0,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
8879-XUAHX,71,116.25,8564.75,No,4,2,7,1,118.95486111111111,73.66893170479959,0,0,24,1,0,1,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
3689-MOZGR,29,31.2,926.2,No,1,0,1,0,30.873333333333335,29.676385773790454,0,1,0,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
4195-PNGZS,69,24.45,1718.2,No,0,0,1,0,24.545714285714286,70.24529844644317,0,0,24,0,1,0,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
5003-XZWWO,71,84.2,5956.85,No,3,2,6,0,82.73402777777778,70.73803586272415,0,0,24,0,1,0,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
3988-RQIXO,1,91.3,91.3,Yes,0,2,3,0,45.65,0.9998904829701017,1,1,0,1,0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
7622-FWGEW,56,85.65,4824.45,No,4,2,7,1,84.63947368421053,56.32091991594676,0,0,24,1,1,0,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
6922-NCEDI,56,21.2,1238.65,No,0,0,1,0,21.730701754385965,58.3993399339934,0,0,12,1,0,0,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
2514-GINMM,1,79.5,79.5,Yes,0,1,2,0,39.75,0.9998742296566469,1,1,0,1,0,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9891-NQDBD,28,25.55,672.2,No,0,0,1,0,23.179310344827588,26.29890453834116,0,0,12,0,0,0,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
6131-IUNXN,19,20.2,382.2,No,0,0,1,0,19.11,18.911429985155863,0,1,0,0,0,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
8548-AWOFC,66,63.85,4264.6,No,1,1,3,0,63.650746268656725,66.78045725023489,0,1,0,0,0,1,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
9798-DRYDS,17,61.95,1070.7,No,2,0,3,0,59.483333333333334,17.280503550677857,0,0,12,1,0,0,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True
8532-UEFWH,52,25.75,1345.85,No,0,0,1,0,25.393396226415092,52.24572981366459,0,0,24,0,0,0,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
6296-DDOOR,19,58.2,1045.25,No,1,1,3,0,52.2625,17.95653667754681,0,0,12,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
7951-VRDVK,36,85.85,3003.55,No,4,2,7,1,81.17702702702704,34.98194735616119,0,0,12,0,1,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False
5931-FLJJF,7,70.1,467.55,Yes,0,0,1,0,58.44375,6.668806161745828,0,1,0,1,0,0,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
4815-YOSUK,72,104.9,7537.5,No,4,1,6,1,103.25342465753425,71.8472976837289,0,0,12,1,1,0,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
2659-VXMWZ,67,111.3,7482.1,Yes,3,2,6,0,110.03088235294118,67.21857874404816,0,0,12,1,0,1,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0380-NEAVX,34,99.85,3343.15,No,2,2,5,0,95.51857142857143,33.47836971760465,0,0,12,1,0,1,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
3207-OYBWH,57,95.25,5427.05,Yes,2,1,4,0,93.5698275862069,56.97092168801176,0,1,0,1,1,0,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
4285-GYRQC,7,86.25,587.1,Yes,1,1,3,0,73.3875,6.8061674008810575,0,1,0,1,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
7216-EWTRS,1,100.8,100.8,Yes,1,2,4,0,50.4,0.9999008034917171,1,1,0,1,0,1,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
4365-MSDYN,8,19.55,161.15,No,0,0,1,0,17.905555555555555,8.238752556237218,0,1,0,1,1,0,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
7036-TYDEC,69,104.0,7028.5,No,2,2,5,0,100.40714285714286,67.57523315065859,0,0,24,0,0,1,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False
5802-ADBRC,50,104.4,5232.9,No,2,2,5,0,102.60588235294117,50.118762570634985,0,0,12,1,0,0,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
8076-FEZKJ,10,19.5,225.85,No,0,0,1,0,20.53181818181818,11.576114812916451,0,0,12,0,0,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
5197-YPYBZ,12,25.25,274.7,No,0,0,1,0,21.13076923076923,10.874901029295328,0,0,24,0,1,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
8337-MSSXB,14,86.3,1180.95,Yes,1,1,3,0,78.73,13.682655543969412,0,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
4312-GVYNH,70,49.85,3370.2,No,3,1,4,1,47.46760563380281,67.59326113116727,0,0,24,1,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
8495-LJDFO,64,108.95,7111.3,No,3,2,6,1,109.40461538461538,65.26523494860498,0,1,0,1,1,0,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0839-JTCUD,66,89.9,5958.85,No,4,2,7,1,88.93805970149255,66.27572016460906,0,0,24,0,1,0,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
5494-WOZRZ,71,82.0,5999.85,No,3,2,6,1,83.33125000000001,73.15998049018413,0,0,24,1,1,0,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
1302-UHBDD,20,89.95,1648.45,No,0,2,3,0,78.49761904761905,18.324255224544242,0,1,0,0,0,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
2234-EOFPT,72,79.35,5753.25,No,3,2,6,0,78.81164383561644,72.49558971774194,0,0,24,1,1,0,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False
8619-IJNDK,71,64.05,4492.9,No,4,0,5,1,62.40138888888888,70.13581017795816,0,0,24,0,1,0,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
8378-LKJAF,38,101.15,3956.7,No,1,2,4,0,101.45384615384614,39.11328588374851,0,1,0,1,1,0,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
8182-BJDSI,28,89.95,2625.55,Yes,1,1,3,0,90.53620689655173,29.18574922187639,0,1,0,1,0,1,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2528-HFYZX,17,76.45,1233.4,Yes,1,0,2,0,68.52222222222223,16.13131048914465,0,1,0,1,0,1,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1153-GNOLC,33,39.1,1309.0,No,1,1,2,0,38.5,33.46970084377397,0,0,12,1,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False
3298-QEICA,23,34.6,813.45,No,2,0,2,0,33.893750000000004,23.50332273909275,0,0,24,0,0,0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0788-DXBFY,58,19.55,1108.8,No,0,0,1,0,18.79322033898305,56.68711656441717,0,0,12,1,0,1,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
3597-YASZG,70,104.45,7349.35,No,2,2,5,0,103.51197183098591,70.35563852192226,0,0,24,1,1,0,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False
3496-LFSZU,4,70.5,294.2,No,0,0,1,0,58.839999999999996,4.172457807403204,1,1,0,0,0,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5242-UOWHD,45,20.35,929.2,No,0,0,1,0,20.2,45.63850687622789,0,0,24,0,0,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
2482-CZGBB,10,70.0,740.0,Yes,0,0,1,0,67.27272727272727,10.569918583059563,0,1,0,1,0,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6479-SZPLM,36,19.45,754.5,No,0,0,1,0,20.39189189189189,38.77183967112025,0,0,24,0,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
8097-VBQTZ,54,69.9,3883.3,No,3,1,5,0,70.60545454545455,55.54713202689171,0,1,0,1,0,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
4500-HKANN,23,59.7,1414.2,No,2,0,3,0,58.925000000000004,23.68447496231787,0,0,24,0,0,0,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
9917-KWRBE,41,78.35,3211.2,No,3,1,5,0,76.45714285714286,40.98009188361409,0,0,12,1,1,0,False,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False
3420-ZDBMA,5,71.45,371.6,No,0,0,1,0,61.93333333333334,5.2001119507416735,1,1,0,1,0,0,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2212-LYASK,27,45.85,1246.4,No,2,1,3,0,44.51428571428572,27.178368948975145,0,0,12,1,1,0,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False
1393-IMKZG,1,95.85,95.85,No,1,2,4,0,47.925,0.9998956812017525,1,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
8069-RHUXK,67,35.7,2545.7,No,2,0,2,0,37.436764705882354,71.28815457854942,0,0,24,0,1,0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
3398-GCPMU,72,89.55,6448.85,No,4,2,7,1,88.34041095890412,72.00591782045556,0,0,24,1,1,0,False,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
2908-WGAXL,56,24.95,1468.9,No,0,0,1,0,25.770175438596493,58.850160256410255,0,0,24,1,1,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
3378-AJRAO,44,24.85,1013.6,No,0,0,1,0,22.524444444444445,40.772325020112625,0,0,12,0,0,1,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1013-QCWAM,66,100.8,6690.75,No,1,2,4,0,99.86194029850746,66.36990377938696,0,1,0,1,0,1,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0866-QLSIR,34,64.4,2088.75,Yes,3,0,4,0,59.67857142857143,32.428970656730314,0,0,12,1,0,0,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
6050-FFXES,69,105.35,7240.65,No,2,2,5,0,103.43785714285714,68.72294988610479,0,0,24,0,1,0,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
7181-BQYBV,1,102.45,102.45,Yes,2,2,5,0,51.225,0.9999024009369509,1,1,0,1,0,1,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0362-RAOQO,40,19.65,830.25,No,0,0,1,0,20.25,42.23041709053916,0,0,24,0,1,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
9554-DFKIC,30,54.45,1588.7,No,1,0,2,0,51.248387096774195,29.171869261843554,0,1,0,1,1,0,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5527-ACHSO,11,70.5,829.3,No,1,2,4,0,69.10833333333333,11.761452276272868,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True
0829-DDVLK,15,20.1,302.45,No,0,0,1,0,18.903125,15.0397812033814,0,0,12,0,1,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1399-UBQIU,11,69.35,712.25,No,1,2,4,0,59.354166666666664,10.268886966551326,0,1,0,1,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1813-JLKWR,64,19.8,1336.65,No,0,0,1,0,20.563846153846157,67.47349823321555,0,0,12,0,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0336-PIKEI,72,74.4,5360.75,No,4,1,6,1,73.43493150684931,72.04340814406665,0,0,24,0,1,0,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
7322-OCWHC,72,93.05,6735.05,No,4,0,5,1,92.26095890410959,72.37320008596605,0,0,24,1,1,0,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
9537-VHDTA,1,51.2,51.2,No,1,0,2,0,25.6,0.9998047256395236,1,1,0,0,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4957-TIALW,15,65.6,1010.0,No,4,0,5,1,63.125,15.393994817863131,0,0,12,0,1,0,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
2054-PJOCK,60,80.55,4847.05,No,2,2,5,0,79.45983606557377,60.16695630585899,0,0,12,0,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False
9150-HEPMB,56,52.7,3019.7,No,2,0,3,0,52.97719298245614,57.288939480174534,0,0,12,0,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
9030-QGZNL,8,20.85,161.65,No,0,0,1,0,17.961111111111112,7.749280920421859,0,0,24,0,0,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
6204-IEUXJ,3,80.1,217.55,Yes,2,0,3,0,54.3875,2.7156409936337536,1,1,0,0,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
3126-WQMGH,49,52.15,2583.75,No,0,0,1,0,51.675,49.535084355828225,0,1,0,1,1,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
4529-CKBCL,2,80.2,146.05,Yes,0,1,2,0,48.68333333333334,1.8208452811370153,1,1,0,1,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
2506-CLAKW,6,98.15,567.45,Yes,4,1,6,1,81.06428571428572,5.780867970660147,1,1,0,1,1,0,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
7176-WRTNX,70,114.95,7711.25,No,4,2,7,1,108.60915492957747,67.0776791927627,0,0,24,1,1,0,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
1583-IHQZE,12,112.95,1384.75,Yes,3,2,6,0,106.51923076923077,12.258764164305948,0,1,0,1,0,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
5732-IKGQH,52,104.45,5481.25,No,3,2,6,1,103.41981132075472,52.47223817729274,0,0,12,1,1,0,True,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
9239-GZHZE,72,113.65,8124.2,No,4,2,7,1,111.2904109589041,71.4780925567482,0,0,24,1,1,0,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
7205-BAIAD,40,20.6,827.3,No,0,0,1,0,20.178048780487803,40.140708393983495,0,0,24,1,1,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0151-ONTOV,1,70.9,70.9,Yes,0,0,1,0,35.45,0.9998589761669722,1,1,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4140-MUHUG,3,86.85,220.95,Yes,1,1,3,0,55.2375,2.5437485609026016,1,1,0,1,0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
